post_id,post_url,group_url,timestamp_text,timestamp,text,reaction_count,comment_count,share_count,image_urls,video_urls,crawl_time,district,ward,latitude,longitude,geo_precision
1620679095839899,https://www.facebook.com/groups/386158839291937/posts/1620679095839899,https://www.facebook.com/groups/386158839291937,,,"Địa chỉ : Ngõ 164 Đê La Thành nhỏ Xã Đàn - Quận Đống Đa.
Giá : 6tr5
Dạng phòng : 1n1k
Thang : MÁY
 Nội thất :Full đầy đủ.

Lưu ý:
- Cho nuôi pet nhỏ cam kết giữ đồ.
- Đóng 1 cọc 1.
- Ở tối đa 3 người.
 Lh/zalo: 0976275881/ Liên hệ m còn nhiều phòng đẹp đủ phân khúc. See less",,,,"[""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/804446527_3011948332474344_5458830996033575180_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1152&ctp=s590x590&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHdpSsPNXDiuHfEwUnHlx6RXy9F4QF6IpBfL0XhAXoikPTIHPbGcCWQ5enZ61b4wTNHl5760I8skVbytrkSNYoN&_nc_ohc=Qz47OGJ1wo4Q7kNvwHiZn_B&_nc_oc=Adq5xF7dyftUwzGvwDE7V4aVN5vG7EYR8K0De8Ik1SUr6ll_iebld4up9CjLGQHiWuw&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=xoRjvWOQlx5eySRdHhUa4w&_nc_ss=7b2a8&oh=00_AQI1PH_X73vwS-xNePjF3jOoH75HycTwyQwDLyI9uPuRrg&oe=6AA98C8B"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/805905752_3011948445807666_199899614345183257_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1152&ctp=s590x590&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeG7DlyzGumX0bgbkv5PuoIM3gUT11pwdgXeBRPXWnB2Be1NEiiy_jscfuNB-zctt9JuR8rzebHNtI9fquUK3I7Z&_nc_ohc=rYiZJyEKVa0Q7kNvwHQ91TO&_nc_oc=Adq3-hMOVooCRZCcNoT4ydflTQaHsDgdcsMP-SnJQ9_dyHnezZytaMiah9s-eeJKDPw&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=xoRjvWOQlx5eySRdHhUa4w&_nc_ss=7b2a8&oh=00_AQJ1Dq8OAS80nppgVhKcDILDIOe1Uj6dJ2xq2UMBirVJKg&oe=6AA9A39F"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/804792496_3011948392474338_6462600041317995674_n.jpg?stp=dst-jpg_tt6&cstp=mx1152x2048&ctp=s590x590&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGIMW3vOJTwDSyGj3TpY0cw1PLbDNNjdgjU8tsM02N2CC2YIsEC8OWLrW-InLdVT0cj8-_SvX2Ut6eXCMRFQvwC&_nc_ohc=H3eDZKHD8JYQ7kNvwGjIDmN&_nc_oc=AdrH69L9kTME8vzpoiMl8qfSKUBwR_hNZ6yGCeqnKuiQJvZnrYP71GkhH_ZkMgdtiTo&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=xoRjvWOQlx5eySRdHhUa4w&_nc_ss=7b2a8&oh=00_AQIV2NQtKOEPREXJmzv5ZtLkIsuB5fuxA46P7Cbdzi_IyQ&oe=6AA99F8A"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/805923824_3011948342474343_3571563935844649615_n.jpg?stp=dst-jpg_tt6&cstp=mx1152x2048&ctp=s590x590&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHsLWeKpLgIp26oSfVjspV_wHfBuB-Q11jAd8G4H5DXWOJ-8QaWTCWpvYeDliwscm4EIGHwW4QtbceDfOYeEBJn&_nc_ohc=kWDTBkCm9ocQ7kNvwEF3qj5&_nc_oc=AdoclhkKQv93xpO3sn3W3q1Yi57l3keNuSRXuICVBCiabUOtyl-xHa-d4wMXoK0qPpg&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=xoRjvWOQlx5eySRdHhUa4w&_nc_ss=7b2a8&oh=00_AQK_28RH3TWxaFmjTXxfuyFDnyV7mUSBeNn-IaoaKowNmg&oe=6AA9A1E5"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/804647294_3011948402474337_462400931103814544_n.jpg?stp=dst-jpg_tt6&cstp=mx1152x2048&ctp=s590x590&_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHGCk_5bYPoiVfgLytkKk_KFZVzG50Qg64VlXMbnRCDru2NXT9-8CBOZGEryD4W3flo-Cw_WkH8-AHPXLgXE-BB&_nc_ohc=HgOGDnuAVU8Q7kNvwE6ijdM&_nc_oc=Adr9jI41Fj5lNE6NmFlShhh0QwbpFZT330nWkUc_qLQGq1I1V5o6Gita8L7BMpur1dA&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=xoRjvWOQlx5eySRdHhUa4w&_nc_ss=7b2a8&oh=00_AQJNVso5f4M3D82jHaxCQWoFCKOk43QdUJPa5LZ6hWBPEw&oe=6AA99851""]",[],2026-09-11T08:21:31.189621+00:00,Ba Đình,Quán Thánh,21.0344,105.8145,district
,,https://www.facebook.com/groups/386158839291937,,,"Địa chỉ : Số 11 ngõ 60 Phú Đô - Nam Từ Liêm (Gần Sân vận động Mỹ Đình, Đường Lê Quang Đạo)
​
Giá 4tr750 - P704 (Trống ở được luôn)
​
Dạng phòng : 1n1k
Thang : MÁY
​
Nội thất : Điều hòa, bình nóng lạnh, giường, tủ quần áo, tủ bếp trên dưới, hút mùi, máy giặt chung
​
Lưu ý:
​Đóng 1 cọc 1
​Hợp đồng 12 tháng
​Cho phép nuôi pet
Cmt dưới mình chủ động ib ạ [ưu tiên cmt để mình tiện check cụ thể phòng trọ mình cần tư vấn_hoặc chụp bài/cmt của mình]
Có thể nhắn zalo
Mình có hỗ trợ tìm phòng See less",,,,[],[],2026-09-11T08:21:31.189621+00:00,Nam Từ Liêm,Phú Đô,21.0,105.7639,district
1620678139173328,https://www.facebook.com/groups/386158839291937/posts/1620678139173328,https://www.facebook.com/groups/386158839291937,,,"Ngõ 8/11/36/30/2 Lê quang đạo hoặc đi 8/43/30/2 Lê Quang Đạo Nam Từ

 Giá : 3tr950
 Diện Tích : 28m2 -  Ô tô cách 50m .
 Nội thất : thang máy, tủ lạnh, tủ quần áo , gác xép , hút mùi, điều hòa, nóng lạnh , bàn học , tủ giầy , khoá vân tay
 Phí Điện 4.2k/số
- Nước 35k/khối
- Pdv 250k/người (gồm wife , thang máy, máy giặt, dọn vệ sinh, đổ rác hàng ngày) [KO THU PHÍ GÌ NỮA]
- Hđ ký 12 tháng
KO GIỚI HẠN NGƯỜI VÀ XE - ko nhận xe điện - ko khách nước ngoài - được nuôi pet
 zalo : 0376757919 ( Ngọc Anh ) See less",,,,"[""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/803196869_1775902086863666_5603672492237436752_n.jpg?stp=dst-jpg_tt6&cstp=mx1448x1086&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeF9tuD8w3EXC6gSnFSMj-UEYLpWHZ_HSN5gulYdn8dI3niHpNs28U-geBaXlqfhEj5llVpLyq9-FdE2UEgbFsgl&_nc_ohc=7cVZcnNPf18Q7kNvwGpzwgJ&_nc_oc=AdrK3OvbIa4Yy56tL0VGnvTkF6bfkuNG5yV0V6srQb7pMjKqJjlqR6vszltcWEFg6mo&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=6oPHR219sCn7U_SfV9KecA&_nc_ss=7b2a8&oh=00_AQLGbYrOm5Zg2aE6E8nJa42DScAV9XieyT9qiRd-qyV-mg&oe=6AA9A212"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/805027236_1775902090196999_4488545734507037294_n.jpg?stp=dst-jpg_tt6&cstp=mx1448x1086&ctp=s590x590&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEz5soBAkz4Vy_RBBIClVFLlwTCvAvy4fOXBMK8C_Lh8-zKFp-P3nc16aYAOP4_sDAr34Q-GHbjyrp-hGQpMDML&_nc_ohc=MyavNlXKREMQ7kNvwEIpGA4&_nc_oc=AdpxuJPfsFK4xvJAto9wcZu73Jer5jhESTotnVqDV4-P_x9adjuPixMb0W7Z15oFsG4&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=6oPHR219sCn7U_SfV9KecA&_nc_ss=7b2a8&oh=00_AQIODvSO7-SkDq-wVfNJ3g66FzyI3wg8lm5aBUJcT0AhTQ&oe=6AA98388"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/805923606_1775902116863663_8285220271987065823_n.jpg?stp=dst-jpg_tt6&cstp=mx1448x1086&ctp=s590x590&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFhKhIywgbwWmFG-igpaKnoxdUgeuXmssLF1SB65eaywuIKc5UUdNmshgQnqoKDuueo99kzW1gJxIvyyDEoufcC&_nc_ohc=awaqHuL4vWcQ7kNvwEsxPCp&_nc_oc=AdrJAQOl_C82B_O4BrafF8FVQx5yohPDbB9bNEeLo3iOhl0Em2-XtkgnpOSOoxYG2L8&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=6oPHR219sCn7U_SfV9KecA&_nc_ss=7b2a8&oh=00_AQLmgWo18QBIB-l9A90x3UoKiTPyhFWE92CZSMbG4Q5BoA&oe=6AA971F0""]",[],2026-09-11T08:21:31.189621+00:00,Cầu Giấy,Quan Hoa,21.0303,105.7967,district
1620676315840177,https://www.facebook.com/groups/386158839291937/posts/1620676315840177,https://www.facebook.com/groups/386158839291937,,,"Giá 4tr5 có fix
Ngõ 105 Đình Thôn, Từ Liêm
Phòng studio 25m2 30-9 vào ở được
Thang máy, máy giặt riêng.Khép kín, được nuôi pet
Nội thất : Giường, tủ, nóng lạnh, điều hoà, cửa sổ thoáng,...
lh: 0364652280 See less",,,,"[""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/800038035_1066416372824183_6395456782307843068_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1536&ctp=s590x590&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEtye2mqLYppBlarxEpCqgQYTTVSI0b-yNhNNVIjRv7I6TWJVcxVgWD-4pxZL-wSrKvaqsV92yC9JTkSBNa83sV&_nc_ohc=XMmTp3HudHYQ7kNvwFFVRI0&_nc_oc=Adppz-3ZhHO-S4eWxvTdrST82xgt702cflvA8WTKgE8sdHtzJ3n0bFZDv0PMig6bzPA&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=fUp1kzD5Ftd7ALc5zwfnTg&_nc_ss=7b2a8&oh=00_AQIxk1z69N1qNdaW5Ec9D07WxRKrlEa_ZNJZFCOS6Ycp2A&oe=6AA98311"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/800803630_1066416402824180_2665160202194320192_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1536&ctp=s590x590&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGRz8JIzBAyoboXc9RPOYR6amsF335Iec9qawXffkh5z_UgceugJYqb9SnPX-jWyXESuGHmJ1r_LyTDUsjAB52-&_nc_ohc=cFhpxra9uPcQ7kNvwH4nRzr&_nc_oc=AdobYB_jCfj7tR-6BMCpaMBTu2mPQfd5mHcp5lM_P15mmi21tIExqCxxvL0mHY5EoAQ&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=fUp1kzD5Ftd7ALc5zwfnTg&_nc_ss=7b2a8&oh=00_AQKJAOSmKPIx2JmcQPdyPlB4eB5gJlM5m3uwqffmB-aFOQ&oe=6AA9762B"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/805924368_1066416399490847_2844588490029933752_n.jpg?stp=dst-jpg_tt6&cstp=mx1536x2048&ctp=s590x590&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGLyy109xjNWrGsf91xuVzLjkUhOcilBj6ORSE5yKUGPkZoJ4Jj_LJttgB17ITgRhuNqKAJRs_nGmbC2AEbTdXI&_nc_ohc=3c6fzAwWUo4Q7kNvwFPnxGA&_nc_oc=AdqUvBaCbKV-qRr98UHrQdfY2S1VwxSR4ZzYUoJja8BQn-WAh_q7Q46o-OLW5cMqP2o&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=fUp1kzD5Ftd7ALc5zwfnTg&_nc_ss=7b2a8&oh=00_AQLDIf7SeHmwjivIHlUTxqV_O6UvHy0qGY8ThtIct68wCQ&oe=6AA99D0E"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/799856511_1066416462824174_2224971173998930487_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1536&ctp=s590x590&_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGOpJ7UGfX0dDHveuMcTbiFpgRMkkZ59BOmBEySRnn0E3PmE_6iKTw2AAtaoHhRgXfFgOWUoKsl8WpQACyzZZe2&_nc_ohc=zpf7HQ3PoXcQ7kNvwEycpZj&_nc_oc=Ado7IMWX8Nw60pCvXV57rDz3GVKoMKNvKVJj-xXqU06rblJs4Ya3E8VlFR49rwDQJe0&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=fUp1kzD5Ftd7ALc5zwfnTg&_nc_ss=7b2a8&oh=00_AQL7NxAyR7iRRJwwM9ZY01e7DEKMixEQwteLZf5OeeGAxg&oe=6AA9957D""]",[],2026-09-11T08:21:34.294168+00:00,Cầu Giấy,Quan Hoa,21.0303,105.7967,district
,,https://www.facebook.com/groups/386158839291937,,,"Địa chỉ : Số 25A ngõ 37 Thiên Hiền, Mỹ Đình  (Gần Bến xe Mỹ Đình, Bệnh viện 19-8)
​
Giá 4tr5 - P304, P401 (30m² - trống từ 30/09)
​
Dạng phòng : Studio
Thang : MÁY
​
Nội thất : Điều hòa, bình nóng lạnh, giường, tủ quần áo, tủ bếp, bàn bếp
​
Lưu ý:
​Đóng 1 cọc 1
​Hợp đồng 12 tháng
​
 CÓ NHẬN XE ĐIỆN
Cmt dưới mình chủ động ib ạ [ưu tiên cmt để mình tiện check cụ thể phòng trọ mình cần tư vấn_hoặc chụp bài/cmt của mình]
Có thể nhắn zalo
Mình có hỗ trợ tìm phòng See less",,,,[],[],2026-09-11T08:21:34.294168+00:00,Cầu Giấy,Quan Hoa,21.0303,105.7967,district
1620650875842721,https://www.facebook.com/groups/386158839291937/posts/1620650875842721,https://www.facebook.com/groups/386158839291937,29m,,"Em muốn tìm trọ NHẬN XE ĐIỆN quanh khu Lê Trọng Tấn, Khương Mai, Hoàng Văn Thái, Nguyễn Ngọc Nại, Vương Thừa Vũ.
Tài chính: <4tr.",4,,,[],[],2026-09-11T08:21:34.294168+00:00,Thanh Xuân,Khương Mai,20.9958,105.8047,district
1620675202506955,https://www.facebook.com/groups/386158839291937/posts/1620675202506955,https://www.facebook.com/groups/386158839291937,,,"CHO THUÊ CCMN KHÉP KÍN
 KIM GIANG & PHAN TRỌNG TUỆ
Đồ cơ bản , Vskk , Cửa sổ thông thoáng
Thang máy , Khoá vân , Không chung chủ
Nhận xe điện , nuôi pet
 Giá từ : 2,5tr - 5tr
Liên hệ / 0969.022.860 xem phòng miễn phí (xem phòng báo trước 15phút)",,,,"[""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/802863670_122271485264145783_9006576193058690096_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1536&ctp=s590x590&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHaTsmznXUcEAvC1Ofu_jcgHQga-jvu1sMdCBr6O-7Ww6vdC6IcSIg6_MvEYg5G1V26QHo-cg5Rlys5yBaZf-WS&_nc_ohc=GsO8T0ybNWwQ7kNvwHNABKq&_nc_oc=Adrteq-mYQFq2EPHOgCVi6Rs7v27CW9CGs3mXm-_kcijXgpxIjMs6X5E6ugBdlxTX1Q&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=RnIYxhd1OqJwcbO5NAyRWw&_nc_ss=7b2a8&oh=00_AQLeolXVVeXFUSlYLdXkNmIktaCz5et5aZ3g5xgux0yd8Q&oe=6AA97AA7"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/802863664_122271485252145783_1439151629014110831_n.jpg?stp=dst-jpg_tt6&cstp=mx854x1280&ctp=s590x590&_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGSGUuV3_LwIDEmr93pA-ZIE86jehkSDxYTzqN6GRIPFvc0uvUbuvJUUoxAiL6O4Ly3nmgShOUrjvMJPWAulZY_&_nc_ohc=O6uWL4nVo7kQ7kNvwFbPIGh&_nc_oc=Adrc1M56LBoB10mKvZLRDS6k-I6ygS_B8tJ9tNeC_PayBpiaNYvPNqkwvikEVsF9s9w&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=RnIYxhd1OqJwcbO5NAyRWw&_nc_ss=7b2a8&oh=00_AQJfhfrELfMBPxuMxQmsLbGTeAFO2vb92f8mnSxQTbZRvg&oe=6AA9A4F2"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/802943886_122271485312145783_6216201041976929634_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1536&ctp=s590x590&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFGDbCjp9O_g3VtF5vIV7bb5fzBoPGBoS7l_MGg8YGhLvg9ZqiU_982h64rWOWfXkzXt2UvVkCczTvfv0iGf1mM&_nc_ohc=z4Bmzm-v-7UQ7kNvwG4gQhz&_nc_oc=Adqe3gbkmiNDi5hSd64Qxfb-hY8SsXat1EntmyceWY2dNemh3Ac6oRDJfxFRf3KiGbg&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=RnIYxhd1OqJwcbO5NAyRWw&_nc_ss=7b2a8&oh=00_AQKZQjiac0ZeyJHn05kBBDgJeDJTSXgXXtqQFWZsXdU7dw&oe=6AA99AD7"", ""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/805834523_122271485300145783_4805975054039020907_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1536&ctp=s590x590&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeE6dtRZFjCtvzjP_a1qiWIfJKCPZb0NjwYkoI9lvQ2PBrrKtWm-jd31Ev8ntWj4AKZu769ys56Fs6-CdRpTMqaZ&_nc_ohc=gWlsXYKepQQQ7kNvwGQmny9&_nc_oc=Adrddyb0ABAxxVq1ERmI4LewMNLYFaawTPT9PY4qXV2MMIhwfEefuDj7C0PNKTIgBMQ&_nc_zt=23&_nc_ht=scontent.fhan17-1.fna&_nc_gid=RnIYxhd1OqJwcbO5NAyRWw&_nc_ss=7b2a8&oh=00_AQIAAsRa9NCAstRMxoRM_zLSQauXD-kv7qmKroPbcvv4ew&oe=6AA9A7D7""]",[],2026-09-11T08:21:34.294168+00:00,Thanh Xuân,Kim Giang,20.9958,105.8047,district
,,https://www.facebook.com/groups/386158839291937,,,"Địa chỉ : Số 8A ngõ 530/8 Thụy Khuê - Tây Hồ (Gần Hồ Tây, Bệnh viện Thu Cúc)
​
Giá 4tr8 - P402 (25m² - ở được luôn)
​
Dạng phòng : Studio
Thang : MÁY
​
Nội thất : Điều hòa, bình nóng lạnh, giường, tủ quần áo, tủ bếp trên dưới
​
Lưu ý:
​Đóng 1 cọc 1
​Hợp đồng 12 tháng
​Phòng có giếng trời thông thoáng
​
 CÓ NHẬN XE ĐIỆN
Cmt dưới mình chủ động ib ạ [ưu tiên cmt để mình tiện check cụ thể phòng trọ mình cần tư vấn_hoặc chụp bài/cmt của mình]
Có thể nhắn zalo
Mình có hỗ trợ tìm phòng See less",,,,[],[],2026-09-11T08:21:34.294168+00:00,Tây Hồ,Thụy Khuê,21.07,105.82,district
,,https://www.facebook.com/groups/386158839291937,,,"#đệm lẻ sezi thành lý thu vốn
1m6x2m 12cm 20cm
1m8x2m 15cm 20cm
2m2 x2m 12cm 15cm
Mỗi loại còn 1bộ
Bác nào vợt nốt hô e, pass rẻ miên sip
Sỉ ib e
0973546960 See less",1,,,"[""https://scontent.fhan17-1.fna.fbcdn.net/v/t39.30808-6/804647303_2125048985116622_7253761446823874358_n.jpg?stp=cp6_dst-jpegr_tt6&cstp=mx1536x2048&ctp=p526x296&_nc_cat=104&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEnz9R7i7B1nI_YAR14fSEiRfruEh7GuLpF-u4SHsa4uoVdfMyHEBo74-Q6oqRHrpgCIouu5epYorz5CUB7JUrv&_nc_ohc=IbDKIj-EnBEQ7kNvwFsE3NQ&_nc_oc=Adq7ueAJW1QB7gWuWr887PVH8gepuDTlFDfPp34qtsTpcOwD2EqbdvvW_8cFc85h8o8&_nc_zt=23&se=-1&_nc_ht=scontent.fhan17-1.fna&_nc_gid=i9j3u3WiguUzQfEt1L_Ydw&_nc_ss=7b2a8&oh=00_AQKx8N2WMUk_f941uukYGOvklkTXJY8RBDPGr_H1OpBdGw&oe=6AA98B05""]",[],2026-09-11T08:21:39.025884+00:00,Ba Đình,Quán Thánh,21.0344,105.8145,district
,,https://www.facebook.com/groups/386158839291937,,,"TẶNG NGAY 300K CHO SINH VIÊN THUÊ TRỌ
 Địa chỉ: 143/146 Nguyễn Chính
 Diện tích: PHÒNG (24m2) + GÁC (15m2) bê tông chắc chắn không gây tiếng động và cao đi lại không phải cúi người
 Giá 3.9tr/tháng (p204) và 4tr/tháng (p201 và p402)
 Đóng 1 tháng + cọc 1 tháng
 Phòng trọ VSKK, Không chung chủ, giờ giấc tự do, cổng vân tay, camera an ninh, thang máy, thang bộ...
 Nội thất: Vskk, Nóng Lạnh, Điều Hoà, Tủ quần áo (chi tiết xin liên hệ)
 CALL /ZALO 0977201100 (chính chủ) See less",,,,[],[],2026-09-11T08:21:39.025884+00:00,Đống Đa,Phương Liên,21.0182,105.8289,district
